Crash ID,State,Month,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day
20212021,Victoria,3,Sunday,12:02,Multiple,No,No,No,60,Driver,Male,32,Major Cities of Australia,Melbourne - Inner East,Boroondara (C),Arterial Road,No,No,26_to_39,Weekend,Day
20213122,Queensland,3,Sunday,16:00,Multiple,No,No,No,100,Passenger,Female,32,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20212001,Victoria,3,Sunday,14:20,Multiple,No,No,No,100,Driver,Male,75,Inner Regional Australia,Bendigo,Mount Alexander (S),Arterial Road,No,No,75_or_older,Weekend,Day
20215089,Western Australia,3,Tuesday,18:44,Multiple,No,No,No,,Pedestrian,Male,77,,,,,No,No,75_or_older,Weekday,Night
20213102,Queensland,3,Monday,6:00,Single,No,No,No,60,Driver,Male,38,Inner Regional Australia,Gold Coast,Scenic Rim (R),Local Road,No,No,26_to_39,Weekday,Day
20211013,New South Wales,3,Monday,8:07,Multiple,No,Yes,No,100,Motorcycle rider,Male,28,Inner Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,26_to_39,Weekday,Day
20215067,Western Australia,3,Friday,16:41,Single,No,No,No,50,Motorcycle rider,Male,24,,,,,No,No,17_to_25,Weekday,Day
20212104,Victoria,3,Tuesday,16:35,Multiple,No,No,Yes,80,Driver,Male,54,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20214001,South Australia,3,Friday,10:44,Single,No,No,No,60,Motorcycle rider,Male,54,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (C) (SA),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211041,New South Wales,3,Wednesday,10:52,Multiple,No,No,No,110,Motorcycle rider,Male,52,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,40_to_64,Weekday,Day
20214043,South Australia,3,Saturday,2:25,Single,No,No,No,80,Driver,Male,23,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,17_to_25,Weekend,Night
20213077,Queensland,3,Wednesday,14:00,Multiple,No,No,Yes,100,Driver,Female,40,Inner Regional Australia,Wide Bay,Fraser Coast (R),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211042,New South Wales,3,Monday,7:00,Single,No,No,No,100,Motorcycle rider,Male,51,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road,No,No,40_to_64,Weekday,Day
20214061,South Australia,3,Sunday,21:50,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,South Australia - South East,Yankalilla (DC),Arterial Road,No,No,17_to_25,Weekend,Night
20213168,Queensland,3,Monday,14:00,Multiple,No,No,No,80,Passenger,Male,0,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No,0_to_16,Weekday,Day
20212138,Victoria,3,Monday,15:50,Single,No,No,No,70,Driver,Male,42,Major Cities of Australia,Melbourne - South East,Casey (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20214066,South Australia,3,Tuesday,13:25,Single,No,No,No,80,Driver,Male,63,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,40_to_64,Weekday,Day
20214036,South Australia,3,Tuesday,9:00,Single,No,No,No,110,Driver,Male,56,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),Arterial Road,No,No,40_to_64,Weekday,Day
20215103,Western Australia,3,Sunday,4:56,Multiple,No,No,Yes,110,Driver,Male,36,,,,,No,No,26_to_39,Weekend,Night
20212142,Victoria,3,Tuesday,8:20,Single,No,Yes,No,100,Driver,Male,27,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Arterial Road,No,No,26_to_39,Weekday,Day
20214018,South Australia,3,Friday,14:25,Single,No,No,No,110,Driver,Male,52,Inner Regional Australia,Adelaide - North,Light (RegC),National or State Highway,No,No,40_to_64,Weekday,Day
20211153,New South Wales,3,Tuesday,16:43,Multiple,No,No,No,70,Driver,Female,70,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Local Road,No,No,65_to_74,Weekday,Day
20211122,New South Wales,3,Thursday,10:05,Single,No,No,No,60,Driver,Male,74,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road,No,No,65_to_74,Weekday,Day
20215114,Western Australia,3,Tuesday,12:30,Single,No,No,No,110,Driver,Female,73,,,,,No,No,65_to_74,Weekday,Day
20217023,Northern Territory,3,Thursday,12:11,Multiple,No,No,No,100,Driver,Female,74,Outer Regional Australia,Darwin,Litchfield (M),Arterial Road,No,No,65_to_74,Weekday,Day
20211067,New South Wales,3,Monday,8:45,Single,No,No,No,80,Driver,Male,66,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,65_to_74,Weekday,Day
20211017,New South Wales,3,Monday,8:10,Multiple,No,Yes,No,100,Driver,Male,71,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway,No,No,65_to_74,Weekday,Day
20213055,Queensland,3,Monday,9:00,Multiple,No,No,Yes,60,Driver,Male,66,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20211131,New South Wales,3,Wednesday,6:23,Single,No,No,No,80,Driver,Male,25,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road,No,No,17_to_25,Weekday,Day
20213057,Queensland,3,Friday,17:00,Single,No,No,No,100,Passenger,Male,28,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,26_to_39,Weekday,Day
20214024,South Australia,3,Tuesday,22:46,Single,No,No,No,80,Driver,Female,62,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Undetermined,No,No,40_to_64,Weekday,Night
20212155,Victoria,3,Tuesday,11:49,Multiple,No,No,Yes,80,Driver,Female,85,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No,75_or_older,Weekday,Day
20211055,New South Wales,3,Wednesday,19:15,Multiple,No,No,No,60,Pedestrian,Female,5,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,0_to_16,Weekday,Night
20215099,Western Australia,3,Monday,21:45,Single,No,No,No,,Driver,Male,21,,,,,No,No,17_to_25,Weekday,Night
20214033,South Australia,3,Wednesday,2:00,Multiple,No,No,No,50,Motorcycle rider,Male,45,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield (C),Collector Road,No,No,40_to_64,Weekday,Night
20211185,New South Wales,3,Wednesday,1:25,Multiple,No,No,Yes,110,Driver,Male,46,Outer Regional Australia,New England and North West,Narrabri,National or State Highway,No,No,40_to_64,Weekday,Night
20213159,Queensland,3,Tuesday,20:00,Multiple,No,No,Yes,100,Driver,Female,51,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,40_to_64,Weekday,Night
20212009,Victoria,3,Wednesday,16:58,Single,No,No,No,60,Motorcycle rider,Male,24,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,17_to_25,Weekday,Day
20213113,Queensland,3,Friday,15:00,Multiple,No,No,Yes,100,Motorcycle rider,Male,18,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,17_to_25,Weekday,Day
20213152,Queensland,3,Monday,16:00,Multiple,No,No,Yes,100,Driver,Male,20,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,17_to_25,Weekday,Day
20212010,Victoria,3,Wednesday,16:00,Multiple,No,Yes,No,100,Driver,Male,28,Major Cities of Australia,Melbourne - South East,Casey (C),National or State Highway,No,No,26_to_39,Weekday,Day
20212160,Victoria,3,Wednesday,3:19,Single,No,No,No,80,Motorcycle rider,Male,16,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Local Road,No,No,0_to_16,Weekday,Night
20213110,Queensland,3,Tuesday,15:00,Multiple,Yes,No,No,100,Passenger,Male,29,Inner Regional Australia,Wide Bay,Gympie (R),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20211016,New South Wales,3,Wednesday,13:00,Multiple,No,No,No,80,Driver,Male,38,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road,No,No,26_to_39,Weekday,Day
20213101,Queensland,3,Wednesday,14:00,Multiple,No,No,No,60,Passenger,Male,77,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,75_or_older,Weekday,Day
20213101,Queensland,3,Wednesday,14:00,Multiple,No,No,No,60,Passenger,Female,81,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,75_or_older,Weekday,Day
20212062,Victoria,3,Thursday,14:20,Multiple,No,No,Yes,100,Driver,Male,75,Inner Regional Australia,Hume,Indigo (S),Arterial Road,No,No,75_or_older,Weekday,Day
20212108,Victoria,3,Thursday,10:59,Multiple,No,No,No,100,Driver,Female,81,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,75_or_older,Weekday,Day
20212066,Victoria,3,Thursday,8:55,Multiple,No,No,No,100,Driver,Male,84,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Local Road,No,No,75_or_older,Weekday,Day
20211092,New South Wales,3,Tuesday,9:37,Multiple,No,No,No,60,Driver,Male,77,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,75_or_older,Weekday,Day
20213025,Queensland,3,Wednesday,10:00,Multiple,No,No,Yes,70,Driver,Male,80,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20211183,New South Wales,3,Friday,11:38,Multiple,No,No,No,50,Motorcycle rider,Male,78,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road,No,No,75_or_older,Weekday,Day
20216025,Tasmania,3,Saturday,21:18,Single,No,No,No,110,Pedestrian,Male,43,Outer Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,40_to_64,Weekend,Night
20211148,New South Wales,3,Monday,22:30,Single,No,No,No,100,Driver,Male,24,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,No,No,17_to_25,Weekday,Night
20212137,Victoria,3,Friday,18:23,Single,No,No,No,60,Pedestrian,Female,74,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-arterial Road,No,No,65_to_74,Weekend,Night
20214059,South Australia,3,Wednesday,14:20,Single,No,No,No,60,Pedestrian,Male,65,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Arterial Road,No,No,65_to_74,Weekday,Day
20212043,Victoria,3,Friday,11:22,Single,No,No,No,40,Pedestrian,Male,74,Major Cities of Australia,Melbourne - Outer East,Maroondah (C),National or State Highway,No,No,65_to_74,Weekday,Day
20212120,Victoria,3,Wednesday,22:55,Single,No,No,No,50,Pedestrian,Female,38,Major Cities of Australia,Melbourne - Inner,Moreland (C),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20211070,New South Wales,3,Wednesday,13:00,Multiple,No,No,No,50,Pedestrian,Male,68,Inner Regional Australia,Richmond - Tweed,Ballina,Local Road,No,No,65_to_74,Weekday,Day
20215009,Western Australia,2,Friday,22:48,Single,No,No,No,100,Driver,Male,34,,,,,No,No,26_to_39,Weekend,Night
20213106,Queensland,2,Saturday,19:00,Multiple,No,No,No,80,Motorcycle rider,Male,29,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Collector Road,No,No,26_to_39,Weekend,Night
20211129,New South Wales,2,Saturday,1:00,Multiple,No,No,Yes,100,Driver,Male,28,Outer Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,26_to_39,Weekend,Night
20214006,South Australia,2,Saturday,21:00,Multiple,No,No,No,100,Motorcycle rider,Male,16,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Collector Road,No,No,0_to_16,Weekend,Night
20213044,Queensland,2,Friday,21:00,Multiple,No,No,No,60,Motorcycle rider,Female,22,Outer Regional Australia,Townsville,Townsville (C),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20215076,Western Australia,2,Tuesday,23:57,Multiple,No,No,No,90,Driver,Male,60,,,,,No,No,40_to_64,Weekday,Night
20213114,Queensland,2,Saturday,22:00,Multiple,No,No,No,70,Driver,Male,17,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,17_to_25,Weekend,Night
20211188,New South Wales,2,Sunday,0:25,Single,No,No,No,100,Driver,Male,33,Outer Regional Australia,Central West,Lachlan,Arterial Road,No,No,26_to_39,Weekend,Night
20212106,Victoria,2,Sunday,1:03,Multiple,No,No,No,50,Driver,Male,27,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Local Road,No,No,26_to_39,Weekend,Night
20213155,Queensland,2,Sunday,19:00,Single,No,No,No,110,Driver,Female,42,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,40_to_64,Weekend,Night
20214026,South Australia,2,Friday,18:10,Single,No,No,No,80,Driver,Male,53,Outer Regional Australia,South Australia - Outback,Port Augusta (C),Collector Road,No,No,40_to_64,Weekend,Night
20212077,Victoria,2,Saturday,1:10,Single,No,No,No,100,Driver,Male,48,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No,40_to_64,Weekend,Night
20213036,Queensland,2,Wednesday,18:00,Multiple,No,No,No,50,Pedal cyclist,Male,19,Outer Regional Australia,Cairns,Cairns (R),Local Road,No,No,17_to_25,Weekday,Night
20215101,Western Australia,2,Friday,19:09,Single,No,No,No,50,Driver,Male,26,,,,,No,No,26_to_39,Weekend,Night
20214005,South Australia,2,Sunday,23:11,Single,No,No,No,110,Driver,Male,58,Outer Regional Australia,South Australia - South East,Naracoorte and Lucindale (DC),Sub-arterial Road,No,No,40_to_64,Weekend,Night
20212035,Victoria,2,Saturday,23:37,Multiple,No,No,No,100,Driver,Male,28,Inner Regional Australia,Melbourne - North East,Mitchell (S),National or State Highway,No,No,26_to_39,Weekend,Night
20211177,New South Wales,2,Sunday,14:45,Multiple,No,No,No,100,Driver,Male,28,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No,26_to_39,Weekend,Day
20215018,Western Australia,2,Saturday,6:00,Single,No,No,No,110,Driver,Male,41,,,,,No,No,40_to_64,Weekend,Day
20216011,Tasmania,2,Sunday,14:40,Single,No,No,No,100,Motorcycle rider,Male,55,Outer Regional Australia,West and North West,Circular Head (M),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20213073,Queensland,2,Sunday,7:00,Single,No,No,No,60,Motorcycle rider,Male,47,Major Cities of Australia,Brisbane - North,Brisbane (C),Undetermined,No,No,40_to_64,Weekend,Day
20212122,Victoria,2,Saturday,14:45,Single,No,No,No,60,Passenger,Male,44,Major Cities of Australia,Melbourne - Inner,Yarra (C),Arterial Road,No,No,40_to_64,Weekend,Day
20211054,New South Wales,2,Sunday,14:54,Multiple,No,No,No,60,Motorcycle rider,Male,42,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,40_to_64,Weekend,Day
20211186,New South Wales,2,Sunday,9:44,Single,No,No,No,60,Pedal cyclist,Male,59,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekend,Day
20211022,New South Wales,2,Sunday,12:15,Single,No,No,No,100,Motorcycle rider,Male,47,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road,No,No,40_to_64,Weekend,Day
20212121,Victoria,2,Sunday,15:30,Multiple,No,No,No,80,Pedal cyclist,Male,57,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Arterial Road,No,No,40_to_64,Weekend,Day
20211163,New South Wales,2,Saturday,8:12,Single,No,No,No,60,Driver,Male,52,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,40_to_64,Weekend,Day
20215093,Western Australia,2,Saturday,17:34,Multiple,No,No,No,80,Motorcycle rider,Male,23,,,,,No,No,17_to_25,Weekend,Day
20215056,Western Australia,2,Sunday,6:07,Single,No,No,No,110,Driver,Male,19,,,,,No,No,17_to_25,Weekend,Day
20211072,New South Wales,2,Sunday,12:45,Multiple,No,No,No,80,Motorcycle pillion passenger,Female,47,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road,No,No,40_to_64,Weekend,Day
20212030,Victoria,2,Saturday,12:05,Single,No,No,No,70,Passenger,Female,63,Inner Regional Australia,Shepparton,Campaspe (S),National or State Highway,No,No,40_to_64,Weekend,Day
20211105,New South Wales,2,Saturday,9:10,Single,No,No,No,60,Passenger,Male,12,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,0_to_16,Weekend,Day
20213145,Queensland,2,Sunday,16:00,Single,No,No,No,60,Passenger,Male,33,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,26_to_39,Weekend,Day
20213105,Queensland,2,Saturday,8:00,Multiple,No,No,Yes,60,Driver,Female,35,Major Cities of Australia,Ipswich,Ipswich (C),Undetermined,No,No,26_to_39,Weekend,Day
20213126,Queensland,2,Monday,16:00,Single,No,No,No,100,Passenger,,29,Outer Regional Australia,Queensland - Outback,Mareeba (S),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20211047,New South Wales,2,Sunday,2:45,Single,No,No,No,100,Driver,Male,16,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,0_to_16,Weekend,Night
20211056,New South Wales,2,Tuesday,17:10,Multiple,No,No,Yes,100,Passenger,Male,27,Outer Regional Australia,Central West,Weddin,Access road,No,No,26_to_39,Weekday,Day
20212052,Victoria,2,Wednesday,6:55,Multiple,No,No,No,80,Motorcycle rider,Male,30,Major Cities of Australia,Melbourne - North West,Hume (C),National or State Highway,No,No,26_to_39,Weekday,Day
20211098,New South Wales,2,Friday,11:15,Multiple,No,No,No,80,Driver,Male,35,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Collector Road,No,No,26_to_39,Weekday,Day
20211029,New South Wales,2,Tuesday,18:00,Single,No,No,No,100,Motorcycle rider,Male,21,Inner Regional Australia,Central West,Bathurst Regional,Local Road,No,No,17_to_25,Weekday,Night
20211015,New South Wales,2,Saturday,23:00,Single,No,No,No,100,Driver,Male,18,Remote Australia,Far West and Orana,Warren,Arterial Road,No,No,17_to_25,Weekend,Night
20215022,Western Australia,2,Wednesday,14:44,Single,No,No,No,110,Passenger,Male,9,,,,,No,No,0_to_16,Weekday,Day
20213062,Queensland,2,Sunday,1:00,Single,No,No,No,60,Motorcycle rider,Male,19,Outer Regional Australia,Townsville,Townsville (C),Local Road,No,No,17_to_25,Weekend,Night
20211134,New South Wales,2,Monday,11:20,Single,No,No,No,100,Driver,Female,49,Outer Regional Australia,Riverina,Griffith,Local Road,No,No,40_to_64,Weekday,Day
20213050,Queensland,2,Tuesday,6:00,Multiple,No,Yes,No,110,Driver,Female,49,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,40_to_64,Weekday,Day
20213119,Queensland,2,Friday,14:00,Single,No,No,No,60,Driver,Male,63,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Local Road,No,No,40_to_64,Weekday,Day
20212126,Victoria,2,Thursday,8:00,Multiple,No,No,No,90,Driver,Male,62,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,40_to_64,Weekday,Day
20213065,Queensland,2,Thursday,9:00,Multiple,No,No,No,80,Motorcycle rider,Male,59,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20213032,Queensland,2,Wednesday,12:00,Multiple,No,No,No,60,Motorcycle pillion passenger,Female,41,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,40_to_64,Weekday,Day
20213032,Queensland,2,Wednesday,12:00,Multiple,No,No,No,60,Motorcycle rider,Male,40,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,40_to_64,Weekday,Day
20212148,Victoria,2,Sunday,19:49,Single,No,No,No,100,Driver,Female,26,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Local Road,No,No,26_to_39,Weekend,Night
20214052,South Australia,2,Wednesday,16:29,Multiple,No,No,No,60,Driver,Female,61,Major Cities of Australia,Adelaide - South,Mitcham (C),Local Road,No,No,40_to_64,Weekday,Day
20218009,Australian Capital Territory,2,Monday,17:15,Single,No,No,No,50,Passenger,Male,47,,,,,No,No,40_to_64,Weekday,Day
20213134,Queensland,2,Sunday,19:00,Single,No,No,No,60,Motorcycle rider,Male,26,Major Cities of Australia,Sunshine Coast,Noosa (S),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20212031,Victoria,2,Saturday,22:25,Single,No,No,No,100,Driver,Male,26,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20213137,Queensland,2,Monday,14:00,Single,No,No,Yes,80,Driver,Male,50,Inner Regional Australia,Wide Bay,Gympie (R),Collector Road,No,No,40_to_64,Weekday,Day
20213050,Queensland,2,Tuesday,6:00,Multiple,No,Yes,No,110,Passenger,Female,8,Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,0_to_16,Weekday,Day
20212003,Victoria,2,Monday,11:50,Single,No,No,No,90,Motorcycle rider,Male,55,Major Cities of Australia,Melbourne - West,Melton (C),National or State Highway,No,No,40_to_64,Weekday,Day
20211056,New South Wales,2,Tuesday,17:10,Multiple,No,No,Yes,100,Driver,Male,50,Outer Regional Australia,Central West,Weddin,Access road,No,No,40_to_64,Weekday,Day
20212105,Victoria,2,Tuesday,6:25,Multiple,No,No,No,80,Driver,Male,25,Major Cities of Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,17_to_25,Weekday,Day
20211089,New South Wales,2,Friday,15:35,Multiple,No,No,No,50,Passenger,Male,2,Major Cities of Australia,Sydney - South West,Fairfield,Local Road,No,No,0_to_16,Weekday,Day
20214035,South Australia,2,Wednesday,16:14,Multiple,Yes,No,No,60,Motorcycle rider,Male,68,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20211048,New South Wales,2,Monday,13:00,Multiple,No,No,No,100,Passenger,Female,74,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213027,Queensland,2,Friday,14:00,Multiple,No,No,No,60,Motorcycle rider,Male,70,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213008,Queensland,2,Thursday,9:00,Multiple,No,No,No,60,Motorcycle rider,Male,73,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213167,Queensland,2,Friday,1:00,Multiple,No,No,Yes,100,Driver,Male,35,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National or State Highway,No,No,26_to_39,Weekday,Night
20211064,New South Wales,2,Thursday,11:00,Multiple,No,No,No,80,Motorcycle rider,Male,72,Inner Regional Australia,Central Coast,Central Coast,Collector Road,No,No,65_to_74,Weekday,Day
20211106,New South Wales,2,Friday,13:45,Single,No,No,No,80,Motorcycle rider,Male,66,Outer Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,65_to_74,Weekday,Day
20215062,Western Australia,2,Thursday,7:27,Multiple,No,Yes,No,100,Driver,Male,72,,,,,No,No,65_to_74,Weekday,Day
20211167,New South Wales,2,Tuesday,4:48,Multiple,No,No,No,100,Driver,Male,44,Inner Regional Australia,Riverina,Wagga Wagga,Arterial Road,No,No,40_to_64,Weekday,Night
20212016,Victoria,2,Thursday,2:25,Multiple,No,No,Yes,100,Driver,Male,46,Outer Regional Australia,North West,West Wimmera (S),National or State Highway,No,No,40_to_64,Weekday,Night
20214049,South Australia,2,Wednesday,22:01,Single,No,No,No,80,Passenger,Female,19,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20214039,South Australia,2,Monday,9:10,Single,No,No,No,80,Driver,Male,80,Outer Regional Australia,Barossa - Yorke - Mid North,Northern Areas (DC),Arterial Road,No,No,75_or_older,Weekday,Day
20211030,New South Wales,2,Wednesday,18:50,Single,No,No,No,70,Driver,Male,59,Outer Regional Australia,Murray,Murray River,Sub-arterial Road,No,No,40_to_64,Weekday,Night
20213091,Queensland,2,Wednesday,0:00,Single,No,No,No,100,Motorcycle rider,Male,26,Outer Regional Australia,Central Queensland,Gladstone (R),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20212034,Victoria,2,Tuesday,21:30,Single,No,No,No,60,Driver,Male,40,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No,40_to_64,Weekday,Night
20212102,Victoria,2,Thursday,21:51,Multiple,No,No,No,80,Pedal cyclist,Male,42,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National or State Highway,No,No,40_to_64,Weekday,Night
20212056,Victoria,2,Tuesday,18:56,Multiple,No,No,No,90,Motorcycle rider,Male,60,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,40_to_64,Weekday,Night
20214046,South Australia,2,Thursday,11:45,Single,No,No,No,100,Driver,Male,85,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),Local Road,No,No,75_or_older,Weekday,Day
20211164,New South Wales,2,Wednesday,5:45,Single,No,No,No,100,Driver,Male,48,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,40_to_64,Weekday,Night
20213176,Queensland,2,Wednesday,13:00,Single,No,No,No,100,Motorcycle rider,Male,24,Remote Australia,Central Queensland,Banana (S),Local Road,No,No,17_to_25,Weekday,Day
20213038,Queensland,2,Monday,8:00,Single,No,No,Yes,70,Driver,Male,24,Outer Regional Australia,Wide Bay,North Burnett (R),Local Road,No,No,17_to_25,Weekday,Day
20213144,Queensland,2,Friday,6:00,Multiple,No,No,No,70,Motorcycle rider,Male,30,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,26_to_39,Weekday,Day
20212126,Victoria,2,Thursday,8:00,Multiple,No,No,No,90,Driver,Female,34,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,26_to_39,Weekday,Day
20213024,Queensland,2,Friday,13:00,Single,No,No,No,50,Driver,Female,32,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20213064,Queensland,2,Monday,10:00,Single,No,No,No,110,Driver,Male,75,Remote Australia,Queensland - Outback,Cook (S),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20212126,Victoria,2,Thursday,8:00,Multiple,No,No,No,90,Other/-9,Male,-9,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,,Weekday,Day
20212004,Victoria,2,Friday,18:30,Single,No,No,No,60,Pedestrian,Female,23,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,17_to_25,Weekend,Night
20211161,New South Wales,2,Sunday,23:10,Single,No,No,No,50,Pedestrian,Male,67,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Arterial Road,No,No,65_to_74,Weekend,Night
20211130,New South Wales,2,Saturday,14:45,Single,No,No,No,60,Pedestrian,Male,67,Major Cities of Australia,Sydney - Parramatta,Fairfield,Arterial Road,No,No,65_to_74,Weekend,Day
20213142,Queensland,2,Monday,1:00,Single,No,No,Yes,100,Pedestrian,Male,34,Outer Regional Australia,Central Queensland,Rockhampton (R),National or State Highway,No,No,26_to_39,Weekend,Night
