Crash ID,State,Month,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day
20213011,Queensland,5,Tuesday,10:00,Single,No,No,No,60,Motorcycle rider,Male,66,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20212117,Victoria,5,Thursday,11:50,Multiple,No,No,No,60,Driver,Female,71,Inner Regional Australia,Ballarat,Ballarat (C),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20213002,Queensland,5,Tuesday,17:00,Single,No,No,No,100,Driver,Male,69,Outer Regional Australia,Central Queensland,Gladstone (R),Local Road,No,No,65_to_74,Weekday,Day
20213090,Queensland,5,Thursday,12:00,Multiple,No,No,No,80,Driver,Male,71,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,65_to_74,Weekday,Day
20211008,New South Wales,5,Wednesday,8:00,Single,No,No,No,60,Driver,Female,70,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,65_to_74,Weekday,Day
20212107,Victoria,5,Thursday,14:29,Single,Yes,No,No,100,Passenger,Female,40,Inner Regional Australia,Hume,Strathbogie (S),Arterial Road,No,No,40_to_64,Weekday,Day
20212116,Victoria,5,Wednesday,18:45,Multiple,No,No,No,100,Driver,Male,61,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,40_to_64,Weekday,Night
20211093,New South Wales,5,Wednesday,22:15,Single,No,No,Yes,100,Driver,Male,52,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,40_to_64,Weekday,Night
20211020,New South Wales,5,Thursday,1:15,Single,No,No,No,100,Driver,Male,21,Outer Regional Australia,New England and North West,Armidale Regional,Arterial Road,No,No,17_to_25,Weekday,Night
20212061,Victoria,5,Thursday,18:58,Multiple,No,No,No,40,Pedal cyclist,Male,25,Major Cities of Australia,Melbourne - South East,Monash (C),Local Road,No,No,17_to_25,Weekday,Night
20212139,Victoria,5,Wednesday,16:55,Multiple,No,No,Yes,100,Driver,Male,37,Inner Regional Australia,Ballarat,Pyrenees (S),National or State Highway,No,No,26_to_39,Weekday,Day
20213136,Queensland,5,Monday,11:00,Multiple,No,No,No,60,Driver,Female,90,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,75_or_older,Weekday,Day
20214065,South Australia,5,Sunday,18:25,Single,No,No,No,80,Pedestrian,Male,20,Outer Regional Australia,South Australia - Outback,Port Augusta (C),National or State Highway,No,No,17_to_25,Weekend,Night
20212100,Victoria,5,Thursday,20:45,Single,No,No,No,80,Driver,Male,18,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20216002,Tasmania,5,Thursday,18:02,Multiple,No,No,No,50,Motorcycle rider,Male,17,Inner Regional Australia,Launceston and North East,Launceston (C),Collector Road,No,No,17_to_25,Weekday,Night
20217017,Northern Territory,5,Saturday,1:05,Single,No,No,No,50,Pedestrian,Male,54,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),Local Road,No,No,40_to_64,Weekend,Night
20211081,New South Wales,5,Friday,0:30,Single,No,No,No,50,Pedestrian,Male,21,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,17_to_25,Weekday,Night
20211156,New South Wales,5,Thursday,21:25,Multiple,No,No,No,50,Motorcycle rider,Male,20,Outer Regional Australia,New England and North West,Inverell,Local Road,No,No,17_to_25,Weekday,Night
20211096,New South Wales,5,Saturday,20:30,Single,No,No,No,80,Pedestrian,Female,14,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road,No,No,0_to_16,Weekend,Night
20212151,Victoria,5,Thursday,1:52,Single,No,No,No,100,Driver,Male,32,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,26_to_39,Weekday,Night
20211076,New South Wales,5,Thursday,15:55,Single,No,No,No,50,Pedestrian,Female,88,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Local Road,No,No,75_or_older,Weekday,Day
20211119,New South Wales,5,Wednesday,18:25,Single,No,Yes,No,80,Pedestrian,Male,69,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,65_to_74,Weekday,Night
20215023,Western Australia,5,Tuesday,14:46,Multiple,No,No,No,80,Driver,Male,88,,,,,No,No,75_or_older,Weekday,Day
20212146,Victoria,4,Saturday,1:57,Single,No,No,No,60,Driver,Male,19,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,17_to_25,Weekend,Night
20211102,New South Wales,4,Friday,20:20,Single,No,No,No,60,Passenger,Female,46,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,Yes,40_to_64,Weekend,Night
20215012,Western Australia,4,Saturday,20:50,Single,No,No,No,110,Passenger,Male,16,,,,,No,No,0_to_16,Weekend,Night
20211175,New South Wales,4,Sunday,19:05,Multiple,No,No,No,50,Motorcycle rider,Male,64,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Local Road,No,No,40_to_64,Weekend,Night
20213088,Queensland,4,Friday,21:00,Single,No,No,No,100,Passenger,Female,23,Inner Regional Australia,Darling Downs - Maranoa,Western Downs (R),Collector Road,No,Yes,17_to_25,Weekend,Night
20212110,Victoria,4,Sunday,5:30,Single,No,No,No,80,Driver,Male,37,Inner Regional Australia,Melbourne - South East,Cardinia (S),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20217016,Northern Territory,4,Friday,18:00,Single,No,No,No,130,Driver,Male,30,Remote Australia,Northern Territory - Outback,MacDonnell (R),National or State Highway,No,Yes,26_to_39,Weekend,Night
20211060,New South Wales,4,Saturday,4:25,Single,No,No,No,80,Driver,Female,43,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,40_to_64,Weekend,Night
20211060,New South Wales,4,Saturday,4:25,Single,No,No,No,80,Passenger,Male,47,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,40_to_64,Weekend,Night
20213061,Queensland,4,Tuesday,18:00,Multiple,No,No,No,80,Motorcycle rider,Male,31,Major Cities of Australia,Brisbane - East,Redland (C),Local Road,No,No,26_to_39,Weekday,Night
20215012,Western Australia,4,Saturday,20:50,Single,No,No,No,110,Passenger,Male,16,,,,,No,No,0_to_16,Weekend,Night
20217018,Northern Territory,4,Wednesday,23:00,Single,No,No,No,110,Driver,Female,44,Remote Australia,Northern Territory - Outback,MacDonnell (R),Arterial Road,No,No,40_to_64,Weekday,Night
20212123,Victoria,4,Thursday,5:20,Multiple,No,No,No,100,Driver,Male,23,Inner Regional Australia,Hume,Mitchell (S),National or State Highway,No,Yes,17_to_25,Weekday,Night
20211060,New South Wales,4,Saturday,4:25,Single,No,No,No,80,Passenger,Male,5,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,0_to_16,Weekend,Night
20211101,New South Wales,4,Sunday,9:00,Multiple,No,Yes,No,60,Motorcycle rider,Male,46,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,40_to_64,Weekend,Day
20215034,Western Australia,4,Sunday,14:36,Multiple,No,No,No,110,Driver,Female,47,,,,,No,No,40_to_64,Weekend,Day
20213166,Queensland,4,Sunday,7:00,Single,No,No,No,100,Motorcycle rider,Male,62,Outer Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20213046,Queensland,4,Tuesday,14:00,Single,No,No,No,80,Driver,Male,52,Outer Regional Australia,Central Queensland,Banana (S),Local Road,No,No,40_to_64,Weekday,Day
20213047,Queensland,4,Sunday,21:00,Single,No,No,No,70,Driver,Male,55,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,Yes,40_to_64,Weekend,Night
20215020,Western Australia,4,Friday,18:30,Multiple,No,No,No,50,Pedestrian,Male,30,,,,,No,No,26_to_39,Weekend,Night
20215077,Western Australia,4,Saturday,9:15,Single,No,No,No,70,Motorcycle rider,Male,22,,,,,No,Yes,17_to_25,Weekend,Day
20216022,Tasmania,4,Sunday,10:08,Multiple,No,No,No,100,Motorcycle rider,Male,62,Outer Regional Australia,South East,Southern Midlands (M),Arterial Road,No,No,40_to_64,Weekend,Day
20211043,New South Wales,4,Sunday,9:10,Single,No,No,No,60,Motorcycle rider,Male,30,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Collector Road,No,No,26_to_39,Weekend,Day
20215034,Western Australia,4,Sunday,14:36,Multiple,No,No,No,110,Driver,Female,23,,,,,No,No,17_to_25,Weekend,Day
20211126,New South Wales,4,Saturday,15:15,Single,No,No,No,100,Motorcycle rider,Male,58,Outer Regional Australia,Capital Region,Bega Valley,Sub-arterial Road,No,No,40_to_64,Weekend,Day
20211152,New South Wales,4,Saturday,6:58,Multiple,No,No,No,60,Pedal cyclist,Male,56,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,40_to_64,Weekend,Day
20215113,Western Australia,4,Saturday,15:54,Multiple,No,No,No,80,Driver,Male,41,,,,,No,Yes,40_to_64,Weekend,Day
20211039,New South Wales,4,Saturday,12:55,Multiple,No,Yes,No,50,Motorcycle rider,Male,57,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road,No,Yes,40_to_64,Weekend,Day
20212064,Victoria,4,Saturday,18:12,Single,No,No,No,100,Driver,Male,85,Inner Regional Australia,Bendigo,Loddon (S),National or State Highway,No,No,75_or_older,Weekend,Night
20212089,Victoria,4,Saturday,6:30,Single,No,No,No,100,Driver,Male,24,Outer Regional Australia,North West,Swan Hill (RC),Sub-arterial Road,No,Yes,17_to_25,Weekend,Day
20212093,Victoria,4,Saturday,6:00,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Ballarat,Pyrenees (S),National or State Highway,No,No,17_to_25,Weekend,Day
20213158,Queensland,4,Saturday,10:00,Multiple,No,No,No,60,Pedal cyclist,Male,31,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20212101,Victoria,4,Saturday,14:20,Single,No,No,No,100,Driver,Male,29,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Local Road,No,Yes,26_to_39,Weekend,Day
20213172,Queensland,4,Saturday,15:00,Single,No,No,No,70,Motorcycle rider,Male,28,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20214054,South Australia,4,Saturday,11:05,Single,No,No,No,60,Passenger,Female,84,Major Cities of Australia,Adelaide - South,Mitcham (C),Sub-arterial Road,No,No,75_or_older,Weekend,Day
20214063,South Australia,4,Saturday,2:30,Single,No,No,No,80,Driver,Male,24,Major Cities of Australia,Adelaide - North,Gawler (T),Sub-arterial Road,No,Yes,17_to_25,Weekend,Night
20212115,Victoria,4,Tuesday,12:45,Multiple,No,No,No,70,Motorcycle rider,Male,31,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No,26_to_39,Weekday,Day
20215004,Western Australia,4,Tuesday,16:00,Single,No,No,No,,Pedestrian,Male,3,,,,,No,No,0_to_16,Weekday,Day
20213093,Queensland,4,Sunday,23:00,Single,No,No,No,70,Driver,Male,21,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National or State Highway,No,No,17_to_25,Weekend,Night
20214041,South Australia,4,Monday,17:30,Single,No,No,No,80,Passenger,Male,39,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Sub-arterial Road,No,Yes,26_to_39,Weekday,Day
20215066,Western Australia,4,Monday,6:10,Multiple,No,No,Yes,80,Driver,Female,45,,,,,No,No,40_to_64,Weekday,Day
20211128,New South Wales,4,Friday,13:00,Multiple,No,No,No,80,Motorcycle rider,Male,62,Major Cities of Australia,Sydney - Blacktown,Blacktown,National or State Highway,No,No,40_to_64,Weekday,Day
20213005,Queensland,4,Wednesday,17:00,Multiple,No,No,No,60,Motorcycle rider,Male,28,Major Cities of Australia,Brisbane - West,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20215100,Western Australia,4,Thursday,16:23,Single,No,No,No,110,Driver,Male,51,,,,,No,No,40_to_64,Weekday,Day
20216006,Tasmania,4,Thursday,12:15,Multiple,No,No,No,100,Motorcycle rider,Male,62,Outer Regional Australia,Launceston and North East,West Tamar (M),National or State Highway,No,Yes,40_to_64,Weekday,Day
20214011,South Australia,4,Thursday,12:05,Multiple,No,No,No,100,Passenger,Female,62,Inner Regional Australia,South Australia - South East,Victor Harbor (C),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20211024,New South Wales,4,Sunday,1:45,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road,No,No,17_to_25,Weekend,Night
20213004,Queensland,4,Sunday,19:00,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No,17_to_25,Weekend,Night
20213004,Queensland,4,Sunday,19:00,Single,No,No,No,100,Passenger,Male,18,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No,17_to_25,Weekend,Night
20215007,Western Australia,4,Monday,15:45,Single,No,No,No,50,Motorcycle rider,Male,31,,,,,No,Yes,26_to_39,Weekday,Day
20216012,Tasmania,4,Thursday,19:36,Single,No,No,No,80,Driver,Male,39,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,26_to_39,Weekday,Night
20211032,New South Wales,4,Thursday,20:30,Multiple,No,Yes,No,70,Pedestrian,Male,32,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway,No,No,26_to_39,Weekday,Night
20211086,New South Wales,4,Thursday,6:30,Single,No,No,No,110,Motorcycle rider,Male,66,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-arterial Road,No,Yes,65_to_74,Weekday,Day
20212049,Victoria,4,Thursday,13:00,Multiple,No,No,No,100,Motorcycle rider,Male,65,Outer Regional Australia,Latrobe - Gippsland,Baw Baw (S),Collector Road,No,Yes,65_to_74,Weekday,Day
20216008,Tasmania,4,Friday,12:04,Single,No,No,No,100,Driver,Male,65,Outer Regional Australia,Launceston and North East,Break O'Day (M),Local Road,No,No,65_to_74,Weekday,Day
20211144,New South Wales,4,Wednesday,5:20,Single,No,No,No,110,Driver,Female,29,Remote Australia,Far West and Orana,Bogan,National or State Highway,No,No,26_to_39,Weekday,Night
20212059,Victoria,4,Monday,14:20,Multiple,No,No,No,100,Driver,Male,23,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),National or State Highway,No,No,17_to_25,Weekday,Day
20214050,South Australia,4,Thursday,17:01,Multiple,No,No,No,110,Motorcycle rider,Male,53,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),National or State Highway,No,No,40_to_64,Weekday,Day
20213063,Queensland,4,Monday,11:00,Multiple,No,No,No,100,Driver,Female,77,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,Yes,75_or_older,Weekday,Day
20212012,Victoria,4,Thursday,18:00,Multiple,No,No,No,100,Motorcycle rider,Male,55,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,Yes,40_to_64,Weekday,Night
20213156,Queensland,4,Wednesday,23:00,Single,No,No,No,100,Driver,Male,35,Very Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,26_to_39,Weekday,Night
20211014,New South Wales,4,Wednesday,6:20,Multiple,No,No,Yes,100,Driver,Male,21,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Weekday,Day
20216007,Tasmania,4,Thursday,17:28,Single,No,No,No,100,Driver,Male,23,Outer Regional Australia,West and North West,Burnie (C),Collector Road,No,No,17_to_25,Weekday,Day
20215116,Western Australia,4,Tuesday,9:37,Multiple,No,No,Yes,110,Pedal cyclist,Male,21,,,,,No,No,17_to_25,Weekday,Day
20213143,Queensland,4,Monday,10:00,Multiple,No,No,No,100,Driver,Male,36,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20213052,Queensland,4,Thursday,11:00,Multiple,No,No,No,100,Motorcycle rider,Male,38,Inner Regional Australia,Logan - Beaudesert,Logan (C),National or State Highway,No,No,26_to_39,Weekday,Day
20212084,Victoria,4,Friday,17:49,Multiple,No,No,No,50,Motorcycle rider,Male,31,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,26_to_39,Weekday,Day
20211110,New South Wales,4,Thursday,16:00,Multiple,No,No,No,100,Passenger,Female,85,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Weekday,Day
20211110,New South Wales,4,Thursday,16:00,Multiple,No,No,No,100,Driver,Male,76,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Weekday,Day
20211110,New South Wales,4,Thursday,16:00,Multiple,No,No,No,100,Driver,Male,87,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Weekday,Day
20211159,New South Wales,4,Thursday,14:23,Single,No,No,No,110,Driver,Male,86,Inner Regional Australia,Capital Region,Upper Lachlan,National or State Highway,No,Yes,75_or_older,Weekday,Day
20212020,Victoria,4,Friday,13:32,Single,No,No,No,40,Driver,Male,91,Inner Regional Australia,North West,Ararat (RC),National or State Highway,No,No,75_or_older,Weekday,Day
20214023,South Australia,4,Friday,19:20,Single,No,No,No,60,Pedestrian,Female,25,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20211182,New South Wales,4,Sunday,20:28,Single,No,No,No,60,Pedestrian,Male,54,Major Cities of Australia,Sydney - City and Inner South,Inner West,Arterial Road,No,No,40_to_64,Weekend,Night
20218005,Australian Capital Territory,4,Tuesday,22:28,Single,No,No,No,80,Driver,Male,19,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,17_to_25,Weekday,Night
20211155,New South Wales,4,Thursday,21:10,Multiple,No,No,No,50,Driver,Male,23,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,17_to_25,Weekday,Night
20213076,Queensland,4,Sunday,13:00,Single,No,No,No,50,Pedestrian,Female,87,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,Yes,75_or_older,Weekend,Day
20213079,Queensland,4,Friday,5:00,Single,No,No,No,100,Driver,Female,38,Remote Australia,Cairns,Tablelands (R),National or State Highway,No,Yes,26_to_39,Weekday,Night
20212091,Victoria,4,Friday,8:36,Single,No,Yes,No,60,Pedestrian,Female,61,Inner Regional Australia,Ballarat,Ballarat (C),Collector Road,No,No,40_to_64,Weekday,Day
20211139,New South Wales,4,Thursday,21:05,Single,No,Yes,No,110,Pedestrian,Female,21,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,17_to_25,Weekday,Night
20214012,South Australia,4,Thursday,10:43,Single,No,No,No,60,Pedestrian,Male,93,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield (C),Arterial Road,No,No,75_or_older,Weekday,Day
20214020,South Australia,4,Tuesday,17:47,Single,No,No,No,60,Pedestrian,Male,15,Major Cities of Australia,Adelaide - Central and Hills,Norwood Payneham St Peters (C),Arterial Road,No,No,0_to_16,Weekday,Day
20213173,Queensland,3,Saturday,19:00,Single,No,No,No,100,Driver,Male,35,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20212095,Victoria,3,Saturday,4:40,Single,No,No,No,100,Motorcycle rider,Male,26,Major Cities of Australia,Melbourne - North West,Brimbank (C),National or State Highway,No,No,26_to_39,Weekend,Night
20213182,Queensland,3,Saturday,19:00,Multiple,No,No,No,100,Motorcycle rider,Male,53,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,40_to_64,Weekend,Night
20215059,Western Australia,3,Thursday,22:21,Single,No,No,No,100,Driver,Male,23,,,,,No,No,17_to_25,Weekday,Night
20211118,New South Wales,3,Sunday,18:40,Single,No,No,No,50,Driver,Male,23,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road,No,No,17_to_25,Weekend,Night
20211112,New South Wales,3,Sunday,2:55,Single,No,No,No,50,Motorcycle rider,Male,23,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,17_to_25,Weekend,Night
20218007,Australian Capital Territory,3,Monday,1:08,Multiple,No,No,No,80,Driver,Male,19,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway,No,No,17_to_25,Weekend,Night
20214043,South Australia,3,Saturday,2:25,Single,No,No,No,80,Passenger,Male,20,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,17_to_25,Weekend,Night
20213087,Queensland,3,Monday,2:00,Multiple,No,No,No,70,Driver,Male,50,Outer Regional Australia,Townsville,Townsville (C),Sub-arterial Road,No,No,40_to_64,Weekend,Night
20215045,Western Australia,3,Tuesday,19:40,Multiple,No,No,Yes,110,Driver,Male,61,,,,,No,No,40_to_64,Weekday,Night
20212127,Victoria,3,Saturday,18:32,Single,No,No,No,70,Passenger,Female,14,Major Cities of Australia,Melbourne - West,Wyndham (C),Local Road,No,No,0_to_16,Weekend,Night
20213067,Queensland,3,Saturday,1:00,Multiple,No,No,No,80,Motorcycle rider,Male,55,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,40_to_64,Weekend,Night
20212042,Victoria,3,Sunday,1:49,Single,No,No,No,100,Driver,Male,28,Outer Regional Australia,North West,Yarriambiack (S),Arterial Road,No,No,26_to_39,Weekend,Night
20211107,New South Wales,3,Friday,4:20,Single,No,No,No,70,Driver,Male,62,Major Cities of Australia,Sydney - Ryde,Parramatta,National or State Highway,No,No,40_to_64,Weekday,Night
20211125,New South Wales,3,Friday,19:15,Multiple,No,No,No,100,Driver,Female,47,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No,40_to_64,Weekend,Night
20213030,Queensland,3,Monday,22:00,Multiple,No,No,Yes,100,Driver,Male,29,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National or State Highway,No,No,26_to_39,Weekday,Night
20212161,Victoria,3,Sunday,12:00,Single,No,No,No,100,Driver,Female,32,Inner Regional Australia,Bendigo,Loddon (S),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20214021,South Australia,3,Saturday,17:35,Single,No,No,No,100,Motorcycle rider,Male,39,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,26_to_39,Weekend,Day
20213060,Queensland,3,Sunday,16:00,Single,No,No,No,100,Driver,Male,63,Outer Regional Australia,Darling Downs - Maranoa,Western Downs (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20213177,Queensland,3,Sunday,11:00,Multiple,No,No,No,100,Driver,Female,53,Outer Regional Australia,Wide Bay,North Burnett (R),National or State Highway,No,No,40_to_64,Weekend,Day
20215085,Western Australia,3,Wednesday,10:35,Single,No,No,No,110,Driver,Male,40,,,,,No,No,40_to_64,Weekday,Day
20214060,South Australia,3,Saturday,12:10,Multiple,No,No,No,110,Passenger,Female,57,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,40_to_64,Weekend,Day
20212159,Victoria,3,Saturday,9:57,Multiple,No,No,No,60,Motorcycle rider,Male,45,Major Cities of Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,40_to_64,Weekend,Day
20217010,Northern Territory,3,Saturday,8:15,Multiple,No,No,No,60,Pedal cyclist,Male,57,Remote Australia,Northern Territory - Outback,MacDonnell (R),Access road,No,No,40_to_64,Weekend,Day
20214013,South Australia,3,Sunday,17:42,Multiple,No,No,No,60,Passenger,Female,60,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Collector Road,No,No,40_to_64,Weekend,Day
20213122,Queensland,3,Sunday,16:00,Multiple,No,No,No,100,Passenger,Female,52,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20214060,South Australia,3,Saturday,12:10,Multiple,No,No,No,110,Driver,Male,23,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,17_to_25,Weekend,Day
20213056,Queensland,3,Saturday,12:00,Multiple,No,No,No,60,Motorcycle rider,Male,61,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Collector Road,No,No,40_to_64,Weekend,Day
20213116,Queensland,3,Saturday,7:00,Single,No,No,No,90,Driver,Female,50,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Collector Road,No,No,40_to_64,Weekend,Day
20215055,Western Australia,3,Sunday,12:48,Single,No,No,No,110,Motorcycle rider,Male,53,,,,,No,No,40_to_64,Weekend,Day
20212078,Victoria,3,Sunday,15:50,Single,No,No,No,100,Motorcycle rider,Female,58,Inner Regional Australia,Geelong,Surf Coast (S),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20212050,Victoria,3,Saturday,16:25,Single,No,No,No,100,Driver,Male,51,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20213094,Queensland,3,Monday,9:00,Multiple,No,No,No,100,Driver,Male,28,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,26_to_39,Weekday,Day
20212136,Victoria,3,Saturday,9:35,Multiple,No,No,No,100,Driver,Male,53,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,40_to_64,Weekend,Day
20215053,Western Australia,3,Wednesday,9:47,Multiple,No,No,No,100,Passenger,Female,76,,,,,No,No,75_or_older,Weekday,Day
20212130,Victoria,3,Saturday,15:42,Single,No,No,No,100,Motorcycle rider,Male,37,Inner Regional Australia,Geelong,Surf Coast (S),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20213042,Queensland,3,Saturday,8:00,Single,No,No,No,70,Motorcycle rider,Male,65,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,65_to_74,Weekend,Day
20215048,Western Australia,3,Sunday,10:31,Multiple,No,No,No,100,Passenger,Female,68,,,,,No,No,65_to_74,Weekend,Day
20213081,Queensland,3,Saturday,14:00,Multiple,No,No,No,100,Motorcycle rider,Male,67,Outer Regional Australia,Cairns,Tablelands (R),Sub-arterial Road,No,No,65_to_74,Weekend,Day
20212076,Victoria,3,Saturday,11:45,Single,No,No,No,100,Motorcycle rider,Male,66,Inner Regional Australia,Hume,Towong (S),Sub-arterial Road,No,No,65_to_74,Weekend,Day
20211142,New South Wales,3,Friday,20:41,Single,No,No,No,110,Passenger,Male,24,Outer Regional Australia,Riverina,Federation,National or State Highway,No,No,17_to_25,Weekend,Night
20212119,Victoria,3,Saturday,10:23,Multiple,No,No,No,60,Passenger,Female,81,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Arterial Road,No,No,75_or_older,Weekend,Day
20211143,New South Wales,3,Sunday,10:10,Single,No,No,No,80,Driver,Male,81,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Collector Road,No,No,75_or_older,Weekend,Day
20213083,Queensland,3,Sunday,15:00,Multiple,No,No,No,90,Driver,Male,20,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,17_to_25,Weekend,Day
20213083,Queensland,3,Sunday,15:00,Multiple,No,No,No,90,Passenger,Male,22,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,17_to_25,Weekend,Day
